usd_goal_log,duration_days,main_category,country,launch_day,launch_month,success
4.000043427276863,44,Film & Video,US,31,8,0
2.887690426669375,29,Food,CA,17,2,0
4.471924791155224,39,Technology,FR,20,4,0
2.77887447200274,29,Art,US,3,3,0
4.301051709845226,29,Film & Video,US,10,6,0
4.477135730961123,47,Design,US,31,7,0
4.380229336938037,32,Film & Video,US,10,9,1
3.107644047127187,39,Design,HK,15,8,1
3.2033892105806707,14,Photography,DE,16,11,0
4.301051709845226,29,Music,US,10,9,1
3.130655349022031,13,Film & Video,US,9,4,1
3.3012470886362117,56,Music,US,21,12,0
4.255887561161364,29,Design,CA,21,11,1
3.000434077479319,9,Music,US,26,4,1
4.397957380103888,29,Music,US,11,8,0
3.740441644949766,30,Games,US,15,11,0
2.8783206866845066,29,Publishing,GB,5,2,0
3.88747157346592,29,Publishing,GB,28,3,0
3.414272901159394,28,Film & Video,GB,15,6,1
3.3981136917305026,23,Music,US,6,3,1
4.000043427276863,29,Journalism,US,24,2,0
3.1262255970471204,29,Publishing,GB,9,6,0
2.303196057420489,29,Film & Video,US,27,3,1
3.1105190054423413,32,Comics,HK,4,1,0
3.81298016603948,32,Publishing,US,12,4,1
3.8573928109209015,19,Dance,US,9,7,1
3.3012470886362117,44,Music,US,18,4,1
3.778223626766097,59,Music,US,28,7,0
4.477135730961123,59,Fashion,US,11,7,0
3.000434077479319,29,Music,US,11,1,1
4.079217435746567,46,Music,US,9,7,1
3.3012470886362117,29,Music,US,13,10,1
3.699056854547668,25,Games,US,6,3,1
3.327293529822,31,Comics,GB,29,1,1
3.3012470886362117,35,Comics,US,5,8,1
4.1761202110560856,29,Film & Video,US,12,7,0
3.699056854547668,60,Theater,US,18,11,1
4.698978690138799,29,Technology,US,16,1,0
3.3012470886362117,29,Technology,US,31,12,0
4.079217435746567,29,Art,US,22,11,0
3.699056854547668,36,Technology,US,25,6,1
4.524797123747156,31,Design,DE,31,8,0
4.1761202110560856,27,Fashion,US,23,9,0
2.8756399370041685,12,Music,US,25,4,1
2.673831570744718,29,Photography,GB,26,10,0
3.477265995424853,29,Games,US,28,3,0
0.3010299956639812,54,Art,US,28,6,0
3.697996964046846,29,Technology,ES,17,9,0
3.000434077479319,20,Art,US,28,7,0
5.000004342923105,29,Publishing,US,26,6,0
4.995639581388343,29,Film & Video,US,16,10,0
3.993701576098843,49,Games,FR,20,10,1
3.778223626766097,29,Film & Video,US,10,12,1
3.477265995424853,29,Technology,US,4,1,1
3.000434077479319,29,Film & Video,US,14,5,0
4.62325963061961,29,Comics,US,18,7,0
3.3012470886362117,29,Games,US,28,10,0
4.351887097409242,29,Fashion,CA,23,2,0
2.478566495593843,57,Music,US,4,9,1
4.000043427276863,29,Journalism,US,26,9,0
4.021230658479703,51,Journalism,US,8,2,0
3.699056854547668,29,Publishing,US,19,8,1
2.929929560084588,19,Film & Video,US,7,8,0
3.612889769287485,26,Theater,US,11,6,1
4.591716894943324,29,Games,GB,13,5,0
5.042018802102191,28,Design,CA,7,9,0
4.477135730961123,29,Art,US,5,2,0
4.1761202110560856,27,Film & Video,US,3,12,0
3.593059997797576,30,Design,CA,13,11,1
3.778223626766097,29,Crafts,US,27,5,0
2.5174994019984163,29,Technology,FR,3,7,0
4.000043427276863,59,Film & Video,US,10,3,0
3.35237549500052,29,Publishing,US,11,2,1
3.5441921107650325,29,Games,US,12,9,1
3.4244847125982907,44,Film & Video,GB,16,5,1
4.602070848554296,29,Food,US,16,2,0
4.203143079340631,59,Film & Video,IE,27,9,1
3.5052856741441323,29,Comics,US,25,1,0
4.301051709845226,27,Design,US,29,7,1
3.930491584656046,29,Publishing,DE,15,9,1
4.041432164680265,29,Art,US,18,2,0
3.699056854547668,14,Music,US,13,4,1
3.1763806922432702,29,Music,US,15,1,1
2.478566495593843,57,Crafts,US,28,1,1
4.397957380103888,25,Film & Video,US,5,6,0
3.1209028176145277,6,Film & Video,US,17,7,0
4.000043427276863,29,Food,US,6,4,0
3.5441921107650325,29,Dance,US,8,6,1
5.000004342923105,31,Music,US,30,4,1
2.8756399370041685,24,Publishing,US,17,2,1
5.434186956151698,59,Design,IT,14,11,0
3.4481758786364365,29,Games,AU,30,5,0
3.8822028246160674,14,Technology,GB,5,11,0
3.0,33,Design,US,28,10,0
4.000043427276863,46,Technology,US,5,3,1
4.000043427276863,22,Food,US,9,5,1
3.4625477288026643,29,Film & Video,US,22,2,0
2.699837725867246,34,Music,US,7,3,1
3.602168551378997,17,Games,US,22,9,1
4.116296188666428,29,Design,AU,16,10,0
4.301051709845226,30,Design,US,14,12,0
5.600973984142732,34,Games,US,6,6,0
3.6227971820850486,29,Photography,AU,10,7,0
3.5441921107650325,47,Art,US,15,7,1
3.447313108823568,29,Photography,US,1,5,0
3.5441921107650325,43,Art,US,20,12,1
4.301051709845226,29,Food,US,9,8,0
3.653309012938479,29,Film & Video,US,3,4,1
3.5441921107650325,29,Fashion,US,25,1,0
3.177005210406459,59,Theater,GB,10,2,1
2.813580988568192,7,Music,US,11,8,0
3.393464641511191,29,Design,GB,14,2,1
4.000043427276863,33,Food,US,20,3,1
2.5809249756756194,14,Art,US,29,6,0
3.699056854547668,29,Music,US,1,10,1
4.060735603449318,30,Art,US,19,9,0
3.607326324300731,29,Art,GB,16,9,1
4.000043427276863,58,Film & Video,US,2,4,0
3.1763806922432702,29,Comics,US,16,2,1
3.3981136917305026,40,Theater,US,17,9,1
4.000043427276863,29,Design,US,19,12,0
3.3981136917305026,44,Film & Video,US,5,2,0
3.191358779974382,29,Fashion,CA,11,3,0
2.303196057420489,14,Fashion,US,24,4,0
4.204147125212848,30,Photography,US,24,3,0
4.1761202110560856,59,Film & Video,US,16,7,0
3.9031442704095385,29,Games,US,1,9,1
3.183395130246948,24,Design,GB,11,3,0
3.936061116609989,29,Crafts,US,12,11,0
3.3981136917305026,29,Film & Video,US,24,3,0
3.3981136917305026,29,Publishing,US,14,5,1
3.477265995424853,14,Comics,US,4,8,0
3.000434077479319,29,Design,US,14,4,1
3.8048329313706937,59,Film & Video,NL,16,11,0
3.602168551378997,29,Theater,US,23,2,1
4.301051709845226,29,Design,US,26,1,0
3.12706914586188,29,Publishing,GB,27,8,0
3.5441921107650325,29,Games,US,1,2,1
2.303196057420489,10,Film & Video,US,5,4,1
3.699056854547668,59,Games,US,13,10,0
3.9777693180915743,31,Comics,US,30,10,1
4.8750670539461884,44,Design,US,30,6,0
3.602168551378997,29,Dance,US,28,2,1
3.3981136917305026,18,Theater,US,24,9,0
3.3012470886362117,24,Food,US,23,7,1
4.000043427276863,59,Music,US,22,5,0
3.477265995424853,44,Art,US,8,9,0
3.740441644949766,29,Photography,US,1,4,0
3.699056854547668,34,Photography,US,14,1,1
3.4182449288366628,24,Technology,GB,1,10,1
3.699056854547668,41,Music,US,7,8,0
4.000043427276863,29,Art,US,13,5,1
3.3981136917305026,41,Film & Video,US,11,10,0
3.3981136917305026,30,Dance,US,13,6,1
5.301032167130962,59,Food,US,11,7,0
3.477265995424853,29,Design,US,20,1,0
4.079217435746567,32,Music,US,11,3,1
4.027142401923792,28,Publishing,GB,16,5,0
5.814471672501339,29,Technology,AT,3,11,0
3.699056854547668,59,Publishing,US,23,7,0
4.698978690138799,29,Film & Video,US,24,7,0
3.000434077479319,49,Music,US,24,5,1
4.397957380103888,26,Design,US,29,4,1
6.0000004342942646,29,Film & Video,US,7,11,0
4.000043427276863,29,Film & Video,US,8,9,0
3.3012470886362117,27,Design,US,18,11,0
4.1761202110560856,26,Games,US,9,6,1
4.1761202110560856,29,Music,US,9,7,1
2.6541765418779604,29,Publishing,US,23,1,1
3.2902572693945182,29,Music,US,22,6,0
4.698978690138799,39,Games,US,26,2,0
3.477265995424853,34,Publishing,US,8,11,0
3.699056854547668,29,Film & Video,US,5,5,1
3.389343311252078,26,Music,US,13,9,0
2.954724790979063,29,Music,US,23,2,0
3.500628864580819,37,Music,GB,2,8,0
4.698978690138799,59,Music,US,6,4,0
4.000043427276863,30,Art,US,5,11,0
3.504546976296805,29,Fashion,GB,15,3,1
3.3012470886362117,29,Fashion,US,5,2,0
3.89203724976051,14,Music,IT,22,9,0
3.3012470886362117,59,Music,US,13,8,0
4.037027082152688,29,Theater,FR,15,6,0
3.000434077479319,37,Food,US,24,7,0
3.3981136917305026,34,Music,US,25,5,0
3.477265995424853,14,Photography,US,25,7,1
4.041432164680265,32,Film & Video,US,22,3,0
3.477265995424853,55,Film & Video,US,16,12,0
2.9036325160842376,49,Art,US,12,8,0
2.699837725867246,29,Design,US,5,4,1
3.3012470886362117,51,Music,US,10,11,1
2.399673721481038,29,Food,US,15,7,0
3.079543007402906,50,Comics,US,12,3,1
3.602168551378997,31,Publishing,US,15,7,0
4.397957380103888,29,Technology,US,15,4,0
4.000043427276863,29,Technology,US,1,11,0
3.83257277484618,29,Games,US,4,7,1
3.032860415952144,29,Art,NL,16,2,0
4.447173541582463,30,Food,US,14,2,1
3.079543007402906,50,Film & Video,US,25,3,1
5.397941745846491,30,Games,US,1,8,1
3.084837133711255,20,Film & Video,GB,11,2,1
4.397957380103888,29,Technology,US,11,1,0
4.288592365996356,29,Film & Video,IT,1,3,0
4.25529663190434,29,Publishing,US,8,7,0
3.699056854547668,29,Food,US,7,11,0
3.8451600776519457,5,Film & Video,US,28,11,0
2.957276771917096,29,Comics,AU,11,8,1
3.4807095861747293,29,Fashion,GB,19,3,1
3.699056854547668,46,Games,US,13,12,0
3.778223626766097,20,Publishing,US,26,2,0
3.3981136917305026,47,Games,US,12,1,1
3.3981136917305026,29,Crafts,US,13,4,1
3.699056854547668,29,Food,US,8,7,1
3.9031442704095385,59,Food,US,9,11,0
3.1058506743851435,20,Photography,US,7,6,0
3.9031442704095385,29,Games,US,22,7,0
4.301051709845226,29,Food,US,25,4,0
3.1763806922432702,29,Technology,US,17,3,0
3.699056854547668,29,Publishing,US,2,2,0
4.903095415639038,59,Food,US,19,10,0
3.681582205616367,29,Music,GB,1,11,1
5.301032167130962,29,Film & Video,US,24,4,0
3.9031442704095385,29,Art,US,27,6,0
3.602168551378997,29,Publishing,US,17,3,1
4.1761202110560856,28,Film & Video,US,2,12,0
3.834908137022529,29,Photography,NZ,26,9,0
3.699056854547668,31,Comics,US,27,1,1
4.1761202110560856,35,Film & Video,US,5,4,0
3.740441644949766,29,Dance,US,1,6,1
3.8451600776519457,42,Film & Video,US,23,8,0
2.206825876031849,4,Technology,US,29,1,1
4.183204053765266,29,Technology,GB,17,10,1
5.176094154342576,29,Food,US,10,4,0
4.397957380103888,29,Food,US,25,4,1
3.3012470886362117,18,Music,US,29,12,0
3.907789591216999,39,Art,GB,13,9,0
2.77887447200274,29,Music,US,10,6,0
3.477265995424853,34,Comics,US,31,7,1
2.699837725867246,29,Art,US,12,5,0
4.698978690138799,43,Technology,US,8,9,1
2.6900897091706764,29,Games,GB,2,8,1
2.004321373782642,14,Publishing,US,28,3,1
4.1761202110560856,29,Food,US,18,3,0
2.8457180179666586,17,Publishing,US,25,4,0
3.699056854547668,29,Music,US,3,12,0
2.699837725867246,56,Film & Video,US,23,12,0
3.954290761701127,29,Publishing,US,23,7,1
3.3012470886362117,59,Games,US,9,7,1
2.161368002234975,10,Design,US,7,12,1
3.3981136917305026,29,Publishing,US,16,9,0
4.698978690138799,59,Music,US,24,4,0
3.2555137128195333,20,Dance,US,19,4,1
4.079217435746567,33,Film & Video,US,14,9,1
3.943193670219719,53,Fashion,MX,19,7,0
3.699056854547668,59,Games,US,29,3,1
3.699056854547668,38,Film & Video,US,23,7,0
4.477135730961123,29,Music,US,6,10,0
2.929929560084588,35,Music,US,25,11,0
4.1761202110560856,34,Comics,US,13,6,1
3.000434077479319,29,Music,US,30,8,1
3.7959494989028033,29,Publishing,US,25,5,0
3.699056854547668,59,Food,US,22,1,0
4.1761202110560856,46,Music,US,3,8,1
4.301051709845226,44,Technology,US,6,11,1
4.267179475208463,29,Art,CA,21,11,1
2.944975908412048,24,Art,US,23,4,1
4.278776457955645,29,Food,US,4,3,0
2.6541765418779604,25,Film & Video,US,5,4,1
